Thread ID,Function,Average,Max,Min,Call 
3144,Map_1 PathFind,749.229760§Á, 1410.600000§Á, 585.200000§Á, 998
3144,Map_2 PathFind,975.947094§Á, 3308.700000§Á, 748.000000§Á, 998
3144,Map_3 PathFind,750.068236§Á, 1613.500000§Á, 619.800000§Á, 998

